name,latin,english_name,family,status,source,tradition
Somavalli,Sarcostemma acidum,Leafless East Indian Vine,Apocynaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Vyaghranakhi,Capparis zeylanica,Ceylon Caper,Capparaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Akshotaka,Juglans regia,Walnut,Juglandaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Chakshushya,Cassia absus,Jasmeelang,Fabaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Dadrughna,Senna alata,Ringworm Bush,Fabaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Bandhuka,Pentapetes phoenicea,Scarlet Mallow,Malvaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Bhutakeshi,Selinum wallichianum,Wallich Celery,Apiaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Riddhi,Habenaria intermedia,Riddhi Orchid,Orchidaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Vriddhi,Habenaria edgeworthii,Vriddhi Orchid,Orchidaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Akarakarabha,Anacyclus pyrethrum,Pellitory,Asteraceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Mahabala,Sida rhombifolia,Arrowleaf Sida,Malvaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Chirayata,Swertia chirayita,East Indian Balmony,Gentianaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Jalapippali,Phyla nodiflora,Frog Fruit,Verbenaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Kasamarda,Senna occidentalis,Coffee Senna,Fabaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Bhumyamalaki,Phyllanthus niruri,Gale of the Wind,Phyllanthaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Dugdhika,Euphorbia hirta,Asthma Plant,Euphorbiaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Grinjana,Daucus carota,Carrot,Apiaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Ishabgula,Plantago ovata,Psyllium Husk,Plantaginaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Kalajaji,Nigella sativa,Black Caraway,Ranunculaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Karira,Capparis decidua,Caperberry,Capparaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Karpasa,Gossypium herbaceum,Levant Cotton,Malvaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Kataka,Strychnos potatorum,Clearing Nut Tree,Loganiaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Kovidara,Bauhinia variegata,Orchid Tree,Fabaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Madayantika,Lawsonia inermis,Henna,Lythraceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Madhukarkati,Citrus maxima,Pomelo,Rutaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Mulaka,Raphanus sativus,Radish,Brassicaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Nimbu,Citrus limon,Lemon,Rutaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Palankya,Spinacia oleracea,Spinach,Amaranthaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Panasa,Artocarpus heterophyllus,Jackfruit,Moraceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Parnayavani,Coleus amboinicus,Indian Borage,Lamiaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Priyala,Buchanania lanzan,Almondette,Anacardiaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Rasna,Pluchea lanceolata,Indian Fleabane,Asteraceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Satyanashi,Argemone mexicana,Mexican Prickly Poppy,Papaveraceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Shvet Musli,Chlorophytum borivilianum,White Musli,Asparagaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Taruni,Rosa centifolia,Cabbage Rose,Rosaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Vanapsa,Viola odorata,Sweet Violet,Violaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Vathada,Prunus dulcis,Almond,Rosaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Vetasa,Salix caprea,Goat Willow,Salicaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Yuthika,Jasminum auriculatum,Needle-flower Jasmine,Oleaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Agastya,Sesbania grandiflora,Hummingbird Tree,Fabaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Amra Haridra,Curcuma amada,Mango Ginger,Zingiberaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Chavika,Piper chaba,Long Pepper Stem,Piperaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Raktamoola,Plumbago indica,Indian Leadwort,Plumbaginaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Mudgaparni,Vigna trilobata,Three-lobed Kidney Bean,Fabaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Mashaparni,Teramnus labialis,Horse Vine,Fabaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Nili,Indigofera tinctoria,True Indigo,Fabaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Vrihi,Oryza sativa,Rice,Poaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Yavasa,Alhagi maurorum,Camel Thorn,Fabaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Utpala,Nymphaea nouchali,Blue Water Lily,Nymphaeaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Shara,Saccharum munja,Munja Grass,Poaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Shankhini,Canscora decussata,Canscora,Gentianaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Shana,Crotalaria juncea,Sunn Hemp,Fabaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Shaka,Tectona grandis,Teak Tree,Lamiaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Renuka,Vitex agnus-castus,Chaste Tree,Lamiaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Prativisha,Aconitum palmatum,Aconite Alternative,Ranunculaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Prapunnada,Senna tora,Sickle Senna,Fabaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Nadi Hingu,Gardenia gummifera,Gummy Gardenia,Rubiaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Lata Kasturi,Abelmoschus moschatus,Musk Mallow,Malvaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Lakuca,Artocarpus lacoocha,Monkey Jack,Moraceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Karnikara,Pterospermum acerifolium,Dinner Plate Tree,Malvaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Kankataka,Flacourtia indica,Governor's Plum,Salicaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Kalamba,Ipomoea aquatica,Water Spinach,Convolvulaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Kakatikta,Luffa amara,Wild Bitter Luffa,Cucurbitaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Kadara,Senegalia suma,White Cutch Tree,Fabaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Jalavetasa,Salix tetrasperma,Indian Willow,Salicaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Hijal,Barringtonia acutangula,Indian Oak,Lecythidaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Hastikarna Palasha,Leea macrophylla,Large-leaved Leea,Vitaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Ambasthaki,Hibiscus sabdariffa,Roselle,Malvaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Kharbhuja,Cucumis melo,Muskmelon,Cucurbitaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Shrigataka,Trapa natans,Water Chestnut,Lythraceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Tala,Borassus flabellifer,Palmyra Palm,Arecaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Tilaparni,Cleome gynandra,Spiderwisp,Cleomaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Varshabhu,Trianthema portulacastrum,Desert Horse Purslane,Aizoaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Godhuma,Triticum aestivum,Wheat,Poaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Adhaki,Cajanus cajan,Pigeon Pea,Fabaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Bakula,Mimusops elengi,Bullet Wood Tree,Sapotaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Bhurja,Betula utilis,Himalayan Birch,Betulaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Bijapura,Citrus medica,Citron,Rutaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Matsyakshi,Alternanthera sessilis,Sessile Joyweed,Amaranthaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Mayurashikha,Actiniopteris radiata,Ray Fern,Pteridaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Nagadanti,Heliotropium indicum,Indian Turnsole,Boraginaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Nikochaka,Pistacia vera,Pistachio,Anacardiaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Rajamasha,Vigna unguiculata,Cowpea,Fabaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Sarpaksi,Ophiorrhiza mungos,Mongoose Plant,Rubiaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Satina,Pisum sativum,Pea,Fabaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Upodika,Basella alba,Malabar Spinach,Basellaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Saptala,Senegalia rugata,Soap Pod,Fabaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Suranjana,Colchicum luteum,Golden Colchicum,Colchicaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Tumburu,Zanthoxylum armatum,Winged Prickly Ash,Rutaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Alarka,Calotropis procera,White Crown Flower,Apocynaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Kusumbha,Carthamus tinctorius,Safflower,Asteraceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Akhuparni,Ipomoea reniformis,Kidney Leaf Morning Glory,Convolvulaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Putikaranja,Caesalpinia bonduc,Fever Nut,Fabaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Amlaparni,Rheum emodi,Indian Rhubarb,Polygonaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Aranya Jeeraka,Centratherum anthelminticum,Wild Cumin,Asteraceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Bhadra,Aerva lanata,Mountain Knot Grass,Amaranthaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Bhumi Jambuka,Premna herbacea,Pygmy Premna,Lamiaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Bhutika,Cymbopogon citratus,Lemongrass,Poaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Chakragaja,Celosia argentea,White Cockscomb,Amaranthaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Chhatraka,Agaricus campestris,Mushroom,Agaricaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Dhamargava,Luffa cylindrica,Sponge Gourd,Cucurbitaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Gavedhuka,Coix lacryma-jobi,Job's Tears,Poaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Kshavaka,Centipeda minima,Sneezewort,Asteraceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Kurabaka,Barleria cristata,Crested Philippine Violet,Acanthaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Mamsarohini,Soymida febrifuga,Indian Redwood,Meliaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Medasaka,Litsea glutinosa,Glabrous Laurel,Lauraceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Aivana,Hyoscyamus niger,Henbane,Solanaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Asphota,Clitoria ternatea,Butterfly Pea,Fabaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Abhishuka,Pistacia vera,Pistachio,Anacardiaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Muranji,Moringa concanensis,Konkan Moringa,Moringaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Mayaphala,Quercus infectoria,Magic Nut / Oak Gall,Fagaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Kankra,Bruguiera gymnorhiza,Large-leafed Mangrove,Rhizophoraceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Sadapushpi,Catharanthus roseus,Madagascar Periwinkle,Apocynaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
Sahachara,Barleria prionitis,Porcupine Flower,Acanthaceae,insufficient_data,amidha-ayurveda-github,Ayurveda
